gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
TOR3A	ENST00000367627	true	16	1.5244e+01	1.0496e+00	7.0900e-01	1.5850e+00	200	2.0747e+02	9.6402e-01	8.5800e-01	1.0840e+00	93	8.6535e+01	1.0747e+00	9.0800e-01	1.2770e+00	-1.8047e-01	1.8802e-01	-5.4412e-01	2.1511e-11	3.5904e-02	9.6410e-01	[]
TOR3A	ENST00000447595	false	6	5.8828e+00	1.0199e+00	5.5100e-01	1.7920e+00	97	1.0160e+02	9.5468e-01	8.0900e-01	1.1300e+00	42	4.2592e+01	9.8609e-01	7.6900e-01	1.2750e+00	-4.5039e-02	1.6571e-01	7.1061e-02	9.1944e-05	3.5043e-01	6.4948e-01	[]
TOR4A	ENST00000357503	true	1	6.6956e+00	1.4935e-01	5.2000e-02	7.0800e-01	154	2.9703e+02	5.1846e-01	4.5400e-01	5.9300e-01	122	1.5280e+02	7.9842e-01	6.8800e-01	9.2800e-01	2.0514e+00	3.0107e+00	1.9509e+00	5.6919e-01	4.2010e-01	1.0707e-02	[]
TOX	ENST00000361421	true	1	2.4221e+01	4.1287e-02	1.4000e-02	1.9600e-01	239	2.9645e+02	8.0620e-01	7.2500e-01	8.9700e-01	100	1.1743e+02	8.5159e-01	7.2300e-01	1.0060e+00	4.3973e+00	1.2106e+00	1.2591e+00	9.9895e-01	1.0498e-03	2.1890e-09	[]
TOX2	ENST00000341197	true	6	1.9086e+01	3.1436e-01	1.7100e-01	6.2000e-01	260	2.8633e+02	9.0805e-01	8.2000e-01	1.0060e+00	134	1.3729e+02	9.7602e-01	8.4700e-01	1.1270e+00	2.7916e+00	5.6445e-01	2.1998e-01	3.5258e-02	9.6325e-01	1.4874e-03	[]
TOX2	ENST00000358131	false	9	1.9168e+01	4.6952e-01	2.8200e-01	8.1900e-01	287	3.0198e+02	9.5038e-01	8.6200e-01	1.0480e+00	139	1.4407e+02	9.6481e-01	8.4000e-01	1.1110e+00	2.1645e+00	3.1282e-01	3.3070e-01	2.6410e-04	9.8507e-01	1.4664e-02	[]
TOX2	ENST00000372999	false	6	1.8307e+01	3.2775e-01	1.7800e-01	6.4700e-01	251	2.7902e+02	8.9958e-01	8.1100e-01	9.9900e-01	132	1.3516e+02	9.7661e-01	8.4700e-01	1.1280e+00	2.6807e+00	6.0851e-01	2.1292e-01	2.6558e-02	9.7116e-01	2.2792e-03	[]
TOX2	ENST00000413823	false	3	6.4266e+00	4.6681e-01	2.1200e-01	1.2010e+00	101	1.2005e+02	8.4134e-01	7.1500e-01	9.9300e-01	38	5.0084e+01	7.5873e-01	5.8500e-01	9.9500e-01	1.2597e+00	6.3065e-01	1.3369e+00	3.8280e-02	8.4557e-01	1.1615e-01	[]
TOX2	ENST00000423191	false	6	1.8307e+01	3.2775e-01	1.7800e-01	6.4700e-01	251	2.7902e+02	8.9958e-01	8.1100e-01	9.9900e-01	132	1.3516e+02	9.7661e-01	8.4700e-01	1.1280e+00	2.6807e+00	6.0851e-01	2.1292e-01	2.6558e-02	9.7116e-01	2.2792e-03	[]
TOX3	ENST00000219746	true	1	2.6503e+01	3.7731e-02	1.2000e-02	1.7900e-01	248	3.0770e+02	8.0597e-01	7.2600e-01	8.9500e-01	122	1.2256e+02	9.9546e-01	8.5900e-01	1.1570e+00	4.6169e+00	1.2347e+00	3.9351e-02	9.9955e-01	4.4735e-04	2.7385e-10	[]
TOX3	ENST00000407228	false	2	2.6245e+01	7.6205e-02	3.0000e-02	2.4000e-01	256	3.0849e+02	8.2985e-01	7.4900e-01	9.2000e-01	122	1.2121e+02	1.0066e+00	8.6800e-01	1.1700e+00	4.4106e+00	1.0841e+00	-5.6473e-02	9.9744e-01	2.5577e-03	3.8847e-09	[]
TOX3	ENST00000563091	false	0	4.8496e+00	0.0000e+00	0.0000e+00	6.1700e-01	86	9.6981e+01	8.8678e-01	7.4400e-01	1.0610e+00	41	4.0732e+01	1.0066e+00	7.8300e-01	1.3060e+00	2.0524e+00	4.0450e-01	-3.2878e-02	7.7401e-01	2.1903e-01	6.9649e-03	[]
TOX4	ENST00000262709	false	4	2.7918e+01	1.4328e-01	7.0000e-02	3.2800e-01	211	3.3967e+02	6.2119e-01	5.5400e-01	6.9600e-01	122	1.2219e+02	9.9845e-01	8.6100e-01	1.1600e+00	4.2188e+00	2.5327e+00	1.3447e-02	9.6421e-01	3.5789e-02	1.0325e-07	[]
TOX4	ENST00000405508	true	4	2.7918e+01	1.4328e-01	7.0000e-02	3.2800e-01	211	3.3967e+02	6.2119e-01	5.5400e-01	6.9600e-01	122	1.2219e+02	9.9845e-01	8.6100e-01	1.1600e+00	4.2188e+00	2.5327e+00	1.3447e-02	9.6421e-01	3.5789e-02	1.0325e-07	[]
TOX4	ENST00000416256	false	1	7.7517e+00	1.2900e-01	4.5000e-02	6.1200e-01	102	1.2744e+02	8.0035e-01	6.8100e-01	9.4300e-01	54	5.1350e+01	1.0516e+00	8.4400e-01	1.3190e+00	2.2600e+00	8.1764e-01	-2.8956e-01	6.6470e-01	3.3052e-01	4.7776e-03	[]
TOX4	ENST00000448790	false	4	2.6036e+01	1.5363e-01	7.5000e-02	3.5200e-01	200	3.2704e+02	6.1154e-01	5.4400e-01	6.8800e-01	110	1.1611e+02	9.4739e-01	8.1100e-01	1.1100e+00	4.0249e+00	2.5486e+00	4.4386e-01	9.3021e-01	6.9791e-02	5.5306e-07	[]
TOX4	ENST00000457430	false	0	5.3754e+00	0.0000e+00	0.0000e+00	5.5700e-01	63	9.5791e+01	6.5768e-01	5.3600e-01	8.1100e-01	35	3.6474e+01	9.5959e-01	7.3200e-01	1.2720e+00	2.1608e+00	1.2154e+00	1.9109e-01	8.0773e-01	1.8777e-01	4.5020e-03	[]
TP53	ENST00000269305	true	4	1.4854e+01	2.6928e-01	1.3200e-01	6.1600e-01	186	2.2303e+02	8.3398e-01	7.3900e-01	9.4200e-01	96	8.6269e+01	1.1128e+00	9.4200e-01	1.3190e+00	2.6247e+00	8.9948e-01	-8.2029e-01	1.6862e-01	8.2872e-01	2.6622e-03	[]
TP53	ENST00000359597	false	4	1.3016e+01	3.0733e-01	1.5000e-01	7.0300e-01	153	1.8950e+02	8.0740e-01	7.0700e-01	9.2300e-01	87	7.5469e+01	1.1528e+00	9.6800e-01	1.3780e+00	2.3290e+00	9.6184e-01	-1.0392e+00	9.2080e-02	9.0016e-01	7.7620e-03	[]
TP53	ENST00000413465	false	3	1.0703e+01	2.8031e-01	1.2700e-01	7.2400e-01	109	1.4839e+02	7.3457e-01	6.2800e-01	8.6100e-01	68	6.0980e+01	1.1151e+00	9.1600e-01	1.3650e+00	2.1943e+00	1.1730e+00	-7.0384e-01	1.8099e-01	8.0784e-01	1.1168e-02	[]
TP53	ENST00000420246	false	4	1.3887e+01	2.8805e-01	1.4100e-01	6.5900e-01	152	1.9010e+02	7.9959e-01	7.0000e-01	9.1500e-01	86	7.5188e+01	1.1438e+00	9.6000e-01	1.3680e+00	2.4726e+00	1.0024e+00	-9.7626e-01	1.2352e-01	8.7177e-01	4.7089e-03	[]
TP53	ENST00000445888	false	4	1.4854e+01	2.6928e-01	1.3200e-01	6.1600e-01	186	2.2303e+02	8.3398e-01	7.3900e-01	9.4200e-01	96	8.6269e+01	1.1128e+00	9.4200e-01	1.3190e+00	2.6247e+00	8.9948e-01	-8.2029e-01	1.6862e-01	8.2872e-01	2.6622e-03	[]
TP53	ENST00000455263	false	4	1.4128e+01	2.8312e-01	1.3800e-01	6.4800e-01	156	1.9396e+02	8.0428e-01	7.0500e-01	9.1900e-01	93	7.8979e+01	1.1775e+00	9.9500e-01	1.3990e+00	2.5113e+00	9.8887e-01	-1.2353e+00	1.3372e-01	8.6219e-01	4.0902e-03	[]
TP53	ENST00000503591	false	1	5.5231e+00	1.8106e-01	6.3000e-02	8.5800e-01	50	7.0960e+01	7.0462e-01	5.6100e-01	8.9200e-01	38	2.9589e+01	1.2842e+00	9.9000e-01	1.6780e+00	1.7937e+00	9.0268e-01	-1.2106e+00	4.5474e-01	5.2037e-01	2.4893e-02	[]
TP53	ENST00000508793	false	1	5.8005e+00	1.7240e-01	6.0000e-02	8.1700e-01	69	9.4005e+01	7.3401e-01	6.0400e-01	8.9700e-01	48	4.1408e+01	1.1592e+00	9.1900e-01	1.4740e+00	1.8576e+00	9.3560e-01	-8.0205e-01	4.8214e-01	4.9736e-01	2.0499e-02	[]
TP53	ENST00000509690	false	3	6.7828e+00	4.4230e-01	2.0000e-01	1.1400e+00	94	1.1267e+02	8.3431e-01	7.0500e-01	9.9000e-01	47	4.4697e+01	1.0515e+00	8.3100e-01	1.3410e+00	1.3537e+00	6.3803e-01	-2.6973e-01	4.4390e-02	8.5824e-01	9.7369e-02	[]
TP53	ENST00000514944	false	3	7.3836e+00	4.0630e-01	1.8400e-01	1.0490e+00	70	8.8966e+01	7.8682e-01	6.4800e-01	9.6000e-01	42	3.6754e+01	1.1427e+00	8.9200e-01	1.4780e+00	1.5035e+00	7.2947e-01	-6.7747e-01	5.6460e-02	8.7190e-01	7.1638e-02	[]
TP53	ENST00000576024	false	0	9.3114e-01	0.0000e+00	0.0000e+00	1.7410e+00	19	1.4499e+01	1.3104e+00	9.0900e-01	1.8290e+00	3	6.7393e+00	4.4515e-01	2.0200e-01	1.1470e+00	8.9931e-01	-4.2879e-01	1.1278e+00	3.9297e-01	4.8147e-01	1.2555e-01	[]
TP53	ENST00000604348	false	0	5.4049e+00	0.0000e+00	0.0000e+00	5.5400e-01	55	7.7777e+01	7.0715e-01	5.6800e-01	8.8500e-01	41	3.2653e+01	1.2556e+00	9.7700e-01	1.6270e+00	2.1667e+00	9.3695e-01	-1.1437e+00	8.0950e-01	1.8611e-01	4.3920e-03	[]
TP53AIP1	ENST00000458238	false	5	3.6876e+00	1.3559e+00	6.5700e-01	1.9150e+00	33	4.4330e+01	7.4441e-01	5.6300e-01	9.9500e-01	16	1.8278e+01	8.7535e-01	5.9200e-01	1.3290e+00	-6.3695e-01	6.1735e-01	4.1726e-01	1.5846e-04	2.6386e-01	7.3598e-01	[]
TP53AIP1	ENST00000530777	false	6	3.4094e+00	1.7598e+00	8.3200e-01	1.9500e+00	53	5.8110e+01	9.1206e-01	7.3100e-01	1.1470e+00	24	2.5268e+01	9.4983e-01	6.8700e-01	1.3360e+00	-1.3076e+00	2.4319e-01	1.9746e-01	1.3012e-05	1.2508e-01	8.7491e-01	[]
TP53AIP1	ENST00000531399	true	6	3.5173e+00	1.7058e+00	8.1700e-01	1.9470e+00	53	5.9613e+01	8.8907e-01	7.1200e-01	1.1180e+00	25	2.5950e+01	9.6338e-01	7.0100e-01	1.3450e+00	-1.2337e+00	3.1072e-01	1.4606e-01	1.4250e-05	1.3156e-01	8.6843e-01	[]
TP53AIP1	ENST00000602346	false	NA	NA	NA	NA	NA	53	6.4231e+01	8.2514e-01	6.6100e-01	1.0370e+00	31	2.6335e+01	1.1772e+00	8.8400e-01	1.5870e+00	NA	5.0840e-01	-7.1177e-01	NA	NA	NA	["no_exp_lof"]
TP53BP1	ENST00000263801	false	13	8.9784e+01	1.4479e-01	9.3000e-02	2.3000e-01	862	1.0462e+03	8.2392e-01	7.7800e-01	8.7200e-01	379	3.8217e+02	9.9170e-01	9.1100e-01	1.0800e+00	7.5522e+00	2.0661e+00	1.2703e-01	9.9999e-01	9.2599e-06	1.0193e-22	[]
TP53BP1	ENST00000382039	false	14	8.8388e+01	1.5839e-01	1.0400e-01	2.4800e-01	837	1.0120e+03	8.2704e-01	7.8100e-01	8.7600e-01	372	3.7051e+02	1.0040e+00	9.2200e-01	1.0940e+00	7.3741e+00	1.9961e+00	-6.0669e-02	9.9992e-01	8.1199e-05	4.0859e-21	[]
TP53BP1	ENST00000382044	true	14	9.1159e+01	1.5358e-01	1.0000e-01	2.4000e-01	865	1.0496e+03	8.2409e-01	7.7800e-01	8.7200e-01	379	3.8248e+02	9.9089e-01	9.1000e-01	1.0790e+00	7.5316e+00	2.0675e+00	1.3950e-01	9.9997e-01	2.8809e-05	3.2741e-22	[]
TP53BP1	ENST00000413546	false	6	4.8852e+01	1.2282e-01	6.6000e-02	2.4200e-01	502	5.2340e+02	9.5911e-01	8.9100e-01	1.0330e+00	193	1.8991e+02	1.0163e+00	9.0300e-01	1.1450e+00	5.7139e+00	3.3935e-01	-1.7554e-01	9.9960e-01	3.9951e-04	7.0517e-14	[]
TP53BP1	ENST00000434595	false	3	7.3438e+00	4.0851e-01	1.8500e-01	1.0550e+00	54	7.7646e+01	6.9546e-01	5.5800e-01	8.7200e-01	29	3.2251e+01	8.9919e-01	6.6900e-01	1.2260e+00	1.4939e+00	9.7351e-01	4.4823e-01	5.5586e-02	8.7128e-01	7.3134e-02	[]
TP53BP1	ENST00000450115	false	14	9.0691e+01	1.5437e-01	1.0100e-01	2.4100e-01	863	1.0486e+03	8.2299e-01	7.7700e-01	8.7100e-01	379	3.8211e+02	9.9185e-01	9.1100e-01	1.0800e+00	7.5052e+00	2.0794e+00	1.2468e-01	9.9997e-01	3.4323e-05	5.0158e-22	[]
TP53BP1	ENST00000467474	false	1	4.9562e+00	2.0177e-01	7.1000e-02	9.5500e-01	70	8.2727e+01	8.4616e-01	6.9700e-01	1.0320e+00	31	3.0986e+01	1.0005e+00	7.5100e-01	1.3500e+00	1.6562e+00	5.0761e-01	-2.0000e-03	3.9899e-01	5.6440e-01	3.6606e-02	[]
TP53BP2	ENST00000343537	true	15	5.6160e+01	2.6710e-01	1.7800e-01	4.1100e-01	496	6.3501e+02	7.8110e-01	7.2500e-01	8.4100e-01	226	2.3544e+02	9.5990e-01	8.6000e-01	1.0720e+00	5.1187e+00	2.0012e+00	4.8173e-01	1.3600e-02	9.8640e-01	3.5189e-09	[]
TP53BP2	ENST00000391878	false	12	4.7913e+01	2.5045e-01	1.5900e-01	4.0600e-01	422	5.5999e+02	7.5359e-01	6.9500e-01	8.1700e-01	199	2.1149e+02	9.4095e-01	8.3700e-01	1.0580e+00	4.8354e+00	2.1154e+00	6.7234e-01	8.1586e-02	9.1841e-01	2.7252e-08	[]
TP53BP2	ENST00000391879	false	5	1.5789e+01	3.1667e-01	1.6400e-01	6.6600e-01	131	2.0850e+02	6.2830e-01	5.4400e-01	7.2600e-01	72	7.8880e+01	9.1278e-01	7.5400e-01	1.1110e+00	2.5305e+00	1.9471e+00	6.0651e-01	5.2361e-02	9.4368e-01	3.9629e-03	[]
TP53BP2	ENST00000494100	false	5	1.2086e+01	4.1371e-01	2.1500e-01	8.7000e-01	111	1.2931e+02	8.5838e-01	7.3500e-01	1.0050e+00	41	4.3897e+01	9.3401e-01	7.2700e-01	1.2120e+00	1.8996e+00	5.8421e-01	3.4230e-01	1.3296e-02	9.5733e-01	2.9373e-02	[]
TP53I11	ENST00000308212	false	2	7.9282e+00	2.5227e-01	1.0200e-01	7.9400e-01	55	1.0998e+02	5.0010e-01	4.0200e-01	6.2600e-01	57	4.9058e+01	1.1619e+00	9.3800e-01	1.4490e+00	1.9622e+00	1.9018e+00	-8.8781e-01	2.8651e-01	6.9379e-01	1.9702e-02	[]
TP53I11	ENST00000395648	false	2	7.9282e+00	2.5227e-01	1.0200e-01	7.9400e-01	55	1.0998e+02	5.0010e-01	4.0200e-01	6.2600e-01	57	4.9058e+01	1.1619e+00	9.3800e-01	1.4490e+00	1.9622e+00	1.9018e+00	-8.8781e-01	2.8651e-01	6.9379e-01	1.9702e-02	[]
TP53I11	ENST00000525138	false	0	4.9674e+00	0.0000e+00	0.0000e+00	6.0200e-01	33	6.5605e+01	5.0301e-01	3.8000e-01	6.7300e-01	29	2.9658e+01	9.7782e-01	7.2700e-01	1.3330e+00	2.0772e+00	1.4604e+00	9.4590e-02	7.8195e-01	2.1173e-01	6.3199e-03	[]
TP53I11	ENST00000525680	false	2	7.9282e+00	2.5227e-01	1.0200e-01	7.9400e-01	55	1.0998e+02	5.0010e-01	4.0200e-01	6.2600e-01	57	4.9058e+01	1.1619e+00	9.3800e-01	1.4490e+00	1.9622e+00	1.9018e+00	-8.8781e-01	2.8651e-01	6.9379e-01	1.9702e-02	[]
TP53I11	ENST00000525683	false	0	3.5079e+00	0.0000e+00	0.0000e+00	8.4900e-01	22	5.2601e+01	4.1824e-01	2.9800e-01	5.9700e-01	28	2.4625e+01	1.1371e+00	8.4100e-01	1.5570e+00	1.7455e+00	1.5307e+00	-5.3255e-01	6.6759e-01	3.1202e-01	2.0393e-02	[]
TP53I11	ENST00000527685	false	0	2.3911e+00	0.0000e+00	0.0000e+00	1.1910e+00	15	4.0772e+01	3.6790e-01	2.4500e-01	5.6600e-01	23	1.9227e+01	1.1962e+00	8.5900e-01	1.6810e+00	1.4411e+00	1.4642e+00	-6.7361e-01	5.5736e-01	3.9555e-01	4.7094e-02	[]
TP53I11	ENST00000528290	false	0	2.2472e+00	0.0000e+00	0.0000e+00	1.2470e+00	32	5.3588e+01	5.9714e-01	4.5000e-01	8.0200e-01	23	2.5200e+01	9.1270e-01	6.5600e-01	1.2930e+00	1.3971e+00	1.0699e+00	3.4311e-01	5.4192e-01	4.0587e-01	5.2206e-02	[]
TP53I11	ENST00000528473	false	2	7.4371e+00	2.6892e-01	1.0900e-01	8.4600e-01	44	9.1671e+01	4.7998e-01	3.7600e-01	6.1700e-01	44	4.1266e+01	1.0662e+00	8.3700e-01	1.3710e+00	1.8581e+00	1.8063e+00	-3.3319e-01	2.4893e-01	7.2430e-01	2.6773e-02	[]
TP53I11	ENST00000530035	false	0	2.4744e+00	0.0000e+00	0.0000e+00	1.1590e+00	17	4.3506e+01	3.9075e-01	2.6600e-01	5.8600e-01	25	2.0373e+01	1.2271e+00	8.9300e-01	1.6990e+00	1.4660e+00	1.4578e+00	-8.0261e-01	5.6617e-01	3.8949e-01	4.4344e-02	[]
TP53I11	ENST00000531928	false	0	4.3656e+00	0.0000e+00	0.0000e+00	6.8500e-01	29	6.5533e+01	4.4252e-01	3.2900e-01	6.0300e-01	32	2.8915e+01	1.1067e+00	8.3400e-01	1.4860e+00	1.9473e+00	1.6372e+00	-4.4916e-01	7.3903e-01	2.5063e-01	1.0335e-02	[]
TP53I11	ENST00000533443	false	0	3.5079e+00	0.0000e+00	0.0000e+00	8.4900e-01	20	5.0329e+01	3.9739e-01	2.7900e-01	5.7700e-01	28	2.3630e+01	1.1849e+00	8.7700e-01	1.6200e+00	1.7455e+00	1.5509e+00	-7.0378e-01	6.6759e-01	3.1202e-01	2.0393e-02	[]
TP53I11	ENST00000533937	false	0	1.2185e+00	0.0000e+00	0.0000e+00	1.6550e+00	13	3.7621e+01	3.4555e-01	2.2400e-01	5.4900e-01	19	1.7986e+01	1.0564e+00	7.3600e-01	1.5460e+00	1.0288e+00	1.4562e+00	-1.8729e-01	4.2621e-01	4.6898e-01	1.0481e-01	[]
TP53I11	ENST00000533940	true	2	7.9282e+00	2.5227e-01	1.0200e-01	7.9400e-01	55	1.0998e+02	5.0010e-01	4.0200e-01	6.2600e-01	57	4.9058e+01	1.1619e+00	9.3800e-01	1.4490e+00	1.9622e+00	1.9018e+00	-8.8781e-01	2.8651e-01	6.9379e-01	1.9702e-02	[]
TP53I13	ENST00000301057	true	9	1.6459e+01	5.4683e-01	3.2900e-01	9.5400e-01	217	2.2278e+02	9.7404e-01	8.7100e-01	1.0900e+00	84	9.1701e+01	9.1602e-01	7.6700e-01	1.0980e+00	1.7134e+00	1.4058e-01	6.2966e-01	9.1460e-05	9.3995e-01	5.9963e-02	[]
TP53I13	ENST00000378818	false	0	1.1225e+00	0.0000e+00	0.0000e+00	1.6860e+00	46	4.8050e+01	9.5734e-01	7.5500e-01	1.2240e+00	20	2.0048e+01	9.9762e-01	7.0100e-01	1.4490e+00	9.8741e-01	1.0728e-01	8.3537e-03	4.1512e-01	4.7348e-01	1.1141e-01	[]
TP53I13	ENST00000578749	false	3	1.0234e+01	2.9314e-01	1.3300e-01	7.5800e-01	114	1.1423e+02	9.9795e-01	8.5600e-01	1.1660e+00	35	4.3165e+01	8.1084e-01	6.1800e-01	1.0750e+00	2.1074e+00	7.9403e-03	9.7301e-01	1.5594e-01	8.2932e-01	1.4746e-02	[]
TP53I13	ENST00000580183	false	2	9.0608e+00	2.2073e-01	8.9000e-02	6.9500e-01	109	1.0732e+02	1.0157e+00	8.6900e-01	1.1910e+00	31	4.0578e+01	7.6396e-01	5.7300e-01	1.0310e+00	2.1861e+00	-5.8881e-02	1.1772e+00	3.8316e-01	6.0745e-01	9.3895e-03	[]
TP53I13	ENST00000581411	false	2	9.0318e+00	2.2144e-01	9.0000e-02	6.9700e-01	87	8.7479e+01	9.9452e-01	8.3500e-01	1.1890e+00	26	3.3120e+01	7.8502e-01	5.7400e-01	1.0890e+00	2.1806e+00	1.8591e-02	9.6869e-01	3.8055e-01	6.0988e-01	9.5748e-03	[]
TP53I13	ENST00000582829	false	2	9.0318e+00	2.2144e-01	9.0000e-02	6.9700e-01	99	9.8855e+01	1.0015e+00	8.5000e-01	1.1840e+00	30	3.7617e+01	7.9751e-01	5.9600e-01	1.0820e+00	2.1806e+00	-5.2924e-03	9.7233e-01	3.8055e-01	6.0988e-01	9.5748e-03	[]
TP53I13	ENST00000583940	false	1	3.8879e+00	2.5721e-01	9.0000e-02	1.1990e+00	32	3.8263e+01	8.3632e-01	6.3000e-01	1.1230e+00	8	1.4421e+01	5.5474e-01	3.2500e-01	1.0010e+00	1.3650e+00	3.6730e-01	1.3239e+00	2.9832e-01	6.2925e-01	7.2432e-02	[]
TP53I3	ENST00000238721	true	15	1.3189e+01	1.1373e+00	7.5900e-01	1.7120e+00	164	1.8348e+02	8.9381e-01	7.8600e-01	1.0170e+00	74	7.9322e+01	9.3290e-01	7.7200e-01	1.1320e+00	-4.6483e-01	5.2183e-01	4.6787e-01	3.7546e-11	2.5983e-02	9.7402e-01	[]
TP53I3	ENST00000313482	false	10	8.1448e+00	1.2278e+00	7.4700e-01	1.8510e+00	125	1.3966e+02	8.9503e-01	7.7300e-01	1.0380e+00	52	6.0131e+01	8.6478e-01	6.9100e-01	1.0900e+00	-6.0583e-01	4.5002e-01	8.2096e-01	6.4362e-08	7.7101e-02	9.2290e-01	[]
TP53I3	ENST00000335934	false	15	1.3189e+01	1.1373e+00	7.5900e-01	1.7120e+00	164	1.8348e+02	8.9381e-01	7.8600e-01	1.0170e+00	74	7.9322e+01	9.3290e-01	7.7200e-01	1.1320e+00	-4.6483e-01	5.2183e-01	4.6787e-01	3.7546e-11	2.5983e-02	9.7402e-01	[]
TP53I3	ENST00000407482	false	10	8.1448e+00	1.2278e+00	7.4700e-01	1.8510e+00	125	1.3966e+02	8.9503e-01	7.7300e-01	1.0380e+00	52	6.0131e+01	8.6478e-01	6.9100e-01	1.0900e+00	-6.0583e-01	4.5002e-01	8.2096e-01	6.4362e-08	7.7101e-02	9.2290e-01	[]
TP53I3	ENST00000413037	false	10	6.9383e+00	1.4413e+00	8.5700e-01	1.9200e+00	111	1.1850e+02	9.3667e-01	8.0200e-01	1.0970e+00	46	5.0673e+01	9.0779e-01	7.1600e-01	1.1610e+00	-1.0833e+00	2.5009e-01	5.1393e-01	2.2262e-08	4.1875e-02	9.5812e-01	[]
TP53INP1	ENST00000342697	true	6	8.4823e+00	7.0736e-01	3.8600e-01	1.3880e+00	123	1.3296e+02	9.2511e-01	7.9800e-01	1.0750e+00	40	4.1597e+01	9.6161e-01	7.4600e-01	1.2520e+00	7.9432e-01	3.1327e-01	1.9386e-01	4.7524e-04	6.8512e-01	3.1440e-01	[]
TP53INP1	ENST00000378776	false	4	7.8536e+00	5.0932e-01	2.5000e-01	1.1640e+00	91	1.0079e+02	9.0287e-01	7.6100e-01	1.0750e+00	30	3.3242e+01	9.0247e-01	6.7400e-01	1.2240e+00	1.2816e+00	3.5375e-01	4.4028e-01	1.2873e-02	8.6752e-01	1.1961e-01	[]
TP53INP1	ENST00000448464	false	3	6.1282e+00	4.8954e-01	2.2200e-01	1.2570e+00	76	8.6754e+01	8.7604e-01	7.2700e-01	1.0600e+00	26	2.8116e+01	9.2475e-01	6.7700e-01	1.2830e+00	1.1777e+00	4.1887e-01	3.1240e-01	3.3693e-02	8.3213e-01	1.3417e-01	[]
TP53INP2	ENST00000374809	false	0	5.4599e+00	0.0000e+00	0.0000e+00	5.4800e-01	100	1.1304e+02	8.8465e-01	7.5100e-01	1.0450e+00	47	5.1133e+01	9.1917e-01	7.2700e-01	1.1720e+00	2.1777e+00	4.4490e-01	4.5253e-01	8.1275e-01	1.8305e-01	4.1942e-03	[]
TP53INP2	ENST00000374810	true	0	5.4599e+00	0.0000e+00	0.0000e+00	5.4800e-01	100	1.1304e+02	8.8465e-01	7.5100e-01	1.0450e+00	47	5.1133e+01	9.1917e-01	7.2700e-01	1.1720e+00	2.1777e+00	4.4490e-01	4.5253e-01	8.1275e-01	1.8305e-01	4.1942e-03	[]
TP53INP2	ENST00000414082	false	0	2.2594e+00	0.0000e+00	0.0000e+00	1.2420e+00	53	4.6724e+01	1.1343e+00	9.0900e-01	1.4260e+00	25	1.9891e+01	1.2568e+00	9.1400e-01	1.7330e+00	1.4009e+00	-3.3306e-01	-8.9685e-01	5.4324e-01	4.0500e-01	5.1753e-02	[]
TP53INP2	ENST00000451665	false	1	2.6193e+00	3.8178e-01	1.3200e-01	1.5830e+00	55	5.3947e+01	1.0195e+00	8.2000e-01	1.2760e+00	24	2.4650e+01	9.7362e-01	7.0400e-01	1.3690e+00	9.3249e-01	-5.1989e-02	1.0256e-01	1.9376e-01	6.5682e-01	1.4942e-01	[]
TP53RK	ENST00000372102	false	1	2.1819e+00	4.5832e-01	1.5600e-01	1.7020e+00	60	5.4945e+01	1.0920e+00	8.8600e-01	1.3540e+00	26	2.3688e+01	1.0976e+00	8.0400e-01	1.5220e+00	7.4569e-01	-2.4739e-01	-3.7192e-01	1.6283e-01	6.5011e-01	1.8705e-01	[]
TP53RK	ENST00000372114	true	5	6.1094e+00	8.1841e-01	4.2500e-01	1.6380e+00	115	1.2366e+02	9.2996e-01	7.9900e-01	1.0860e+00	47	5.1590e+01	9.1104e-01	7.2000e-01	1.1620e+00	4.1831e-01	2.8256e-01	5.0029e-01	8.4352e-04	5.6777e-01	4.3138e-01	[]
TP53TG3D	ENST00000354614	false	3	2.7464e+00	1.0923e+00	4.6000e-01	1.8810e+00	62	3.2917e+01	1.8835e+00	1.4930e+00	1.9780e+00	26	1.3293e+01	1.9559e+00	1.3360e+00	1.9760e+00	-1.4263e-01	-1.8389e+00	-2.7288e+00	5.7077e-03	4.9934e-01	4.9495e-01	["mis_too_many"]
TP53TG3D	ENST00000398664	true	3	2.9498e+00	1.0170e+00	4.3600e-01	1.8620e+00	51	3.1356e+01	1.6265e+00	1.2910e+00	1.9300e+00	23	1.2302e+01	1.8697e+00	1.2670e+00	1.9700e+00	-2.7257e-02	-1.2726e+00	-2.3882e+00	6.4881e-03	5.2604e-01	4.6747e-01	[]
TP53TG3D	ENST00000569631	false	1	1.1546e+00	8.6608e-01	2.4500e-01	1.8780e+00	31	2.1705e+01	1.4283e+00	1.0690e+00	1.8560e+00	12	8.9944e+00	1.3342e+00	8.4100e-01	1.8840e+00	1.3411e-01	-7.2383e-01	-7.8463e-01	1.0213e-01	5.9877e-01	2.9910e-01	[]
